"Yorum","Yildiz"
"Oğlumla birlikte 25 -27 Aralık Abant Kartepe Uludağ 3 lü Kar Keyfi turuna katıldım. Tek kelimeyle harika. Çok memnun kaldım. Küçük bir grupla gerçekleştirdiğimiz turumuza başlarken araçla ilgili bir sıkıntı yaşadık ancak tur firması çok hızlı geri dönüt vererek yeni bir araç temin etti. Böylece konforlu aracımızla yolumuza devam edebildik Sapancada konakladığımız otel çok temiz ve çalışanları çok nazikti. Veeee en önemlisi hayatımda gördüğüm en iyi rehber Ömer ÇİFTÇİ . Bir rehberden daha fazlası. Sempatik, Neşeli, Enerjik. İşini tutkuyla yapan birisi. Bizi götürdüğü her noktayı sadece gezdirmekle kalmayıp, detaylı ve etkileyici anlatımlarıyla, okuduğu manidar şiirleri ile, sürpriz hediyeleri ile gönlümüze taht kurdu. Öngörülü kararları bizleri yormadan birçok zorluğu aşmamızı sağladı. Her bakımdan yardımcı oldu. Eğlenceli kişiliği ile sıkılmamıza asla izin vermedi. Butik ve çok keyifli bir gezi oldu bizim için. Kısa ama birçok yeni deneyim yaşadığımız dolu, dolu geçti turumuz.
Rehber yardımcımız Emre YÜZÜAK soyadı gibi yüzü ak bir karaktere sahip, uyumlu, çözüm odaklı, sempatik birisiydi.
Grup üyeleri sanki yıllardır tanışıyormuş gibiydi. Herkes birbirine yardımcı olmaya çalıştı. Sanki en yakın arkadaşlarımızla tura çıkmış gibiydik. Bu turda bize eşlik eden grup üyelerimize, Kaptanımıza, Rwhberimiz Ömer bey ve Yardımcısı Emre beye ve Cemre TUR'a çok teşekkür ediyorum. İNCİ UYGUN","5"
"24–28 Ocak tarihleri arasında katıldığımız uçaklı Doğu Ekspresi Kars–Van–Erzurum Turu bizim için unutulmaz bir deneyim oldu.
Tur boyunca bilgi birikimi, enerjisi ve ilgisiyle her an yanımızda olan rehberimiz Melisa Hanım’a özellikle teşekkür ederiz. Anlatımları akıcı, yaklaşımı samimi ve gruba olan hâkimiyeti gerçekten çok iyiydi. Gezdiğimiz her yeri hem tarihini öğrenerek hem de keyif alarak keşfettik.

Uzun ve zorlu kış yollarında bizi güvenle ulaştıran, sakinliği ve güler yüzüyle yolculuğu çok daha konforlu hale getiren şoförümüz Gani Bey de turun görünmeyen kahramanlarından biriydi. Kendimizi her zaman güvende hissettik.

Planlama, zamanlama, oteller, yemekler ve genel organizasyon beklentimizin üzerindeydi.
Doğu’nun kışı, tarihi, lezzetleri ve manzaraları bu ekip sayesinde çok daha anlamlıydı.
Gönül rahatlığıyla tavsiye ederiz 🤍❄️","5"
"9 Kasım GAP turuna katıldım. Tek kelimeyle harika çok memnun kaldım. Kızım 7 yaşında olmasına rağmen hiç zorlanmadık. Oteller harikaydı. Çok temiz ve beş yıldızlı oteller. Otobüs konforu uçakla seyahat başarılı. Veeee en önemlisi hayatımda gördüğüm en iyi rehber Emrah ÖZAL dır. Bir rehberden daha fazlası. Sanki en yakın kankanla tura çıkmışsın gibi. Bu kadar sempatik, bu kadar neşeli, ve bu kadar iyi kalpli:) bir dahaki turum kesinlikle Emrah özalla olacaktır. Çok teşekkür ederim Cemre tur :)","5"
"Çok keyifli bir geziydi. Bizi gezdiğimiz yerler hakkında bilgiye doyuran rehberimiz Melisa Korlaelçi'ye, güvenle gezdiren şöförümüz Hüseyin Umaç'a çok teşekkürler.","5"
"Organizasyon, planlama, oteller, yemekler ve enerji bilgi bakımından donanımlı rehberiniz Melisa korlaelçi
Herşey mükemmeldi teşekkür ederim.","5"
"Dubai turuna cemre tur ile katıldım 6 arkadaş tüm ekstra turlara kayıldık sanki cennette gibiydik Gün gece 12 ye kadar dolu geçti muhteşemdi safari turu Bedevi gecesi cami ve saray gezisi gelecek müzesi ve palmiye adası gezisi mutlaka görülmesi gereken yerler harikaydı. Tşk ederiz","5"
"5 günlük Van - Kars - Erzurum turunda (11.02. - 15.02.26) Emrah Özal bize rehberlik yaptı. Güler yüzü ve bol neşesi ile 5 gün boyunca hem tarihi yerleri gezdirdi hemde eğlendirdi. Bir dahaki turumuzda mutlaka yine Emrah beyi tercih ederiz. Kendisine ve de şöförü Adem beye bizi karda kışda sağ sağlim gezdirdiği için sonsuz teşekkürler 🙏","5"
"Cemre Tur'la rüya gibi GAP turu...
Bir turdan daha fazlası... Beklenenden çok daha fazlası.. Farklı kültürlerin buluştuğu muhteşem güzel bir coğrafya ve akıl almaz güzellikte eşsiz yapılar rehberimiz Emrah Özal'ın dolu dolu anlatımlarıyla birleşince geçmişi adeta yaşıyorsunuz...
Organizasyon oldukça iyi..
Eğer buraları yaşamak, görmek, hissetmek istiyorsanız Cemre Tur'u tercih etmelisiniz.. Ama mutlaka Emrah Özal ile...

Doç. Dr. Aygül UÇAR","5"
"Van-Kars-Erzurum turuna 11.02.-15.02.26 arası katıldık. Rehberimiz Emrah bey eşliğinde 5 gün boyunca muhteşem zaman geçirdik. Aşırı sempatik,pozitif enerji saçan yanı sıra bilgi küpü bir rehber. Biz çok eğlendik ve kesinlikle onunla olan bir daha ki turlara katılacağız. Çok teşekkür ederiz,emeği geçen herkese özellikle de Emrah beye","5"
"18 Ekim 2025 tarihinde gerçekleştirdiğimiz Bursa gezisi her yönüyle çok güzel geçti Başta Reberlerimiz Eren ve Bayram beye çok teşekkür ederim.","5"
"Academic Tur ile iki tura katıldım. Gökçeada/Bozcaada turu ile Abant/Yedigöller turu. İkisi de rehberlerden dolayı berbat geçti. Ne rehberlik hizmeti var, ne ilgi alaka var, ne sahip çıkma var, ne düzeni asayişi koruma var.. hiç biri yok! Genişlik, lakayıtlık da cabası.. Gece gece abantı göstermek nasıl bir saçmalıktır! Ama Gittik mi gittik.. Ayrıca günlük şehir içi gezisi maksatlı yapılmış otobüsler ile 3 günlük tura çıkarmak insan haklarına aykırı olmalı. Çünkü ben 1.80 boyunda biri olarak böyle işkence çekmedim.. Rehberlerini, otobüslerini ve şoförlerini değiştirmediği sürece bir daha Academic Tur'u seçmem, kimseye de tavsiye etmem.. Önceden bir farkı vardı bu firmanın belli ki artık kalmamış...
Not: Yorumuma sahte demişsiniz, yeni müşterileriniz karar versinler.. şu verdiğiniz cevaptan bile belli aslında müşteriye olan bakış açınız.. ben emekli biriyim, derdim sizi karalamak değil; yeni müşterilerinizle deneyimlerimi paylaşmak.. önceden olsa ""lütfen bize ulaşın, sizi dinlemek isteriz"" şeklinde yaklaşırdınız, eskisi gibi olmadığınızı kanıtladınız..","1"
"14 şubat haftası için kız arkadaşıma süpriz olsun diye otobüslü Kapadokya türü satın aldım ve tür tarihine 2 gün kala bugün aranarak yeterli sayı olmadığını söyleyerek turu iptal ettiklerini söylediler. İnternette araştırarak academic türü tercih etmiştim ama inanın pişman oldum. Bu kadar lakayıt bir yaklaşım gerçekten görmedim. Kimseye tavsiye etmiyorum","1"
"Academic Tur firması ile 28 Eylül - 4 Ekim 2025 tarihleri arasında uçaklı 7 gece konaklamalı Büyük Balkan Turuna katıldık.
Tur rehberimiz Utku Beyin anlatım ve bilgilendirmelerinden ve kaptanımız Goran Beyin emniyetli bir şekilde tur otobüsünü kullanmasından memnun kaldık. Ancak turun amacının tura katılanların memnuniyetinden çok firmanın daha çok ne kadar kar elde ederiz amaçlı düzenlediğini 7 gün boyunca yaşayarak deneyimlemiş olduk. Turun 1. günü düzenleneceği söylenen 'Balkan Müzikleri ve folklor gösterisi eşliğinde unutulmaz bir gece' vaadi tam bir fiyaskoydu yaklaşık 30 dakika bile sürmeyen özensiz basit yapıldımı yapıldı düşüncesiyle düzenlenen ve tura katılan diğer yolcular tarafından da beğenilmeyen bir gösteri oldu. Genel olarak konakladığımız çoğu otelin oda temizliği yemek ve kahvaltıları özensiz ve lezzetsizdi. Ohri de 28 Eylül tarihinde konakladığımız Inex Olgica Otelinde bizim kaldığımız oda otelin -2 kat aşağıda olan odasıydı ve -2. Kata inen asansör olmadığı için valizlerimizi kendimiz taşımak zorunda kaldık. Bizim gibi -2. katta kalan diğer yolcularda valizlerini kendileri taşımakta zorlandı. Otelin akşam yemeği ve kahvaltısı lezzetsiz ve yetersizdi. Trebinje de 30 Eylül tarihinde konakladığımız SL Industry 4* Otelin bizim kaldığımız odası küçük ve yatağın hemen yanında bir kapı banyoya açılıyordu iki yatak arası 1 terlik boyu olup adım atacak alan yoktu. İki kişilik valizi koyacak yer yoktu. Otelin akşam yemeği ve kahvaltısı son derece lezzetsiz ve yetersizdi. Otel çalışanları ise son derece sinirli ve kabaydı. Uçak varış ve dönüş kalkış saatleri gece geç saatlere alınmıştı.
Bu turu düzenlemeden önce Academic Tur firma yöneticilerinin biz müşterilerine layık gördükleri uçak saatleri ile uçmaları, 7 gün boyunca uzun otobüs yolculukları akabinde geç saatlerde varacakları bizlerin konakladığı otellerin, kaldığımız en kötü odalarında konaklamalarını, bize sunulan yemek ve kahvatılarını yemelerini yaşadıkları deneyimlerinin sonucunda düzenledikleri turu bir daha gözden geçirmelerini bir müşteri olarak tavsiye eder muhakkak ki kar amaçlı olmasının yanında müşteri memnuniyetinin de göz önünde bulundurulmasını bizim gibi gelecek turlarda Balkanları görmek isteyen başka katılımcılarında yukarıda bahsi geçen sıkıntıları yaşamamaları için gerekli önlemlerin alınmasına katkı sağlayacağı kanaatindeyim.
Bahsettiğim sebepler nedeniyle turdan memnun kalmadığımızı belirtmek ister yaşadığımız mağduriyetin dikkate alınmasını rica ederim.","1"
"Bu nasıl bir saçmalık kişi başı 8000 tl ödediğimiz batı karadeniz turu için son dakikada ekstra kişi başı 650 tl para istediler (ve bu ücret tur içeriğinde kesinlikle belirtilmiyordu) Bolu milli park giriş ücretiymiş minibüslerle girecez dediler yalnız araca göre ücret alınıyorsa bu rakam çok yüksek tam olarak 650 tl nin karşılığında ne hizmeti alacağımı anlayamadım ve firma topu rehbere attı rehber de size yönlendirdiler deyince kim yönlendirdi ismi ne diye daha absürt bir cevap verdi üstelik fiş ve fatura kesmiyorlarmış bu da ayrı bir rezillik bir tur firması olarak bu tür hareketler çok itici ve güven sarsıcı gerekli mecralara şikayet edeceğim kimse kolay para kazanmıyor aldığınız paranın nereye harcayacağını bile açıklayamıyorsanız bu işi yapmayın yakışmadı Academic tour","1"
"20 Kasım 2025 tarihinde Batı Karadeniz turuna maalesef academi tur ile başlamış olduk beklentimizi karşılamadı akademi tur'un diğer türlere göre daha profesyonel olduğunu düşünüyordum ama hiç de öyle değilmiş Bolu gibi aşçıları yemekleri ile ünlü bir bölgede yöresel hiçbir şey yeme şansımız olmdı buna benzer bir sürü hoşnutsuzluk yaşadık","1"
"Kasım 2025 ara tatili için çocukları disneylanda götürmek için rezervasyonumuzu Eylül ayında yaptırdık ve tüm ödemeyi Ekim ayı başında yaptık. Ancak tatile gitmeye 17-18 gün kala gerekli kontenjanı dolduramadıkları gerekçesiyle iptal ettiler turu. Eee tabi başka bir plan da yapamadık haliye kalan süre içerisinde. Tatil daha başlamadan hayal kırıklığı ile bitti, yaklaşık 1 ay boyunca da yatırdığımız para turda kaldı. Hala iadesi yapılmadı. Bakalım be zaman iadesi olacak.","1"
"Yılbaşı uçaklı Diyarbakır Mardin Midyat turu Uçakların geç kalkması ile başladı.Diyarbakır karanlık ta karda buzda kayarak gezilemedi.Mardin otel odasında bekleyerek geçti.Midyata yollar kapalı olduğundan gidilemedi.Tur ile bağlantı yapılamadı.İki gün Diyarbakır havaalanı.kspalı var ama uçamadık.Gezemedik.Mağurum.","1"
"8-15 eylül arası eşimle birlikte izmir üsküp uçaklı balkan turuna katıldık balıkesir ve bursa bölgesinde sabır turizm isimli tur sirketine tur içinde tur satarak 49 kisinin içinde 2 kisi izmirli olarak kaldık 8 gün boyunca zorbalık ile karşılaştık katılacak olanlar bunları dikkate alsınlar uçaktan inince üsküp belgrad arası 7 saat belgrad saraybosna arası 8 saat saraybosna Medjugorje arası 4 saat Medjugorje işkodra arası 13 saat işkodra ohrid arası 6 saat ohrid üsküp arası 5 saat son gün üsküp kosova arası git gel 10 saat ve gece 03.10 da ucak kalkış var aynı otobüs ile son güne kadar yolculuk yapıyorsunuz ve cok eski otobüs bunu dikkate alınız oteller çok pis bakımsız perdesiz tuvaleti pis kliması çalışmayan odalarda kalacaksınız hastalık kapabilir uyuz olabilirsiniz yemekler yenmeyecek kadar kötü midenizi bozabilir yiyemeyebilirsiniz biz genelde dışarıdan yedik acık büfe degil ne verirlerse onu yemek zorundasınız ve otel çalışanları tarafindan her türlü kötü muameleye ve aşağılanmaya maruz kalabilirsiniz tur rehberimiz utku bey sayesinde bu sıkıntıları aşıp bir daha katılmamak üzere turumuzu sonlandırdik tek güzel tarafı rehberimizin bilgi birikim ve anlayışlı olmasıydı.","1"
"Cumartesi günü Alsancak’a yurtdışı şubesine arkadaşlarımla birlikte bilgi almaya gittik. İzmir’in sıcağında ofise çıktığımızda 20 sn soluklanmamız dahi ekibe battı. O an konuşamayacak haldeydik. Kendileri ise klima altındaydı. Ekibin genel tavrı bir an önce neden geldiğimizi öğrenme derdine düşmüş gibiydi. Adını bilmediğim yalnızca bir kişi bu bahsedeceğim davranışları sergilemedi. İsmini bilsem direkt ismi buraya yazar teşekkür ederdim. Daha sonra tur programı hakkında bilgi alırken ekibin birbirlerine bakıp bıyık altı gülmeleri, bizlere bakarken ki mimikleri bizi rahatsız etti. Sorduğumuz sorulara cımbızla cevap aldık. Sanki onlar değil de biz tura zorla onları götürüyormuşuz gibi bakışlar.. Mimikler güleç olsa dahi dalgaya vuruyorlarmış gibilerdi. Hiç beklemediğimiz misafirperversizlikle 5 dk görüşme sağladık. Umarım bu yorumu dikkate alırlar ve oraya bu sıcakta gelen misafirlere daha anlayışlı ve güzel bir misafirperverlikle yaklaşırlar.","1"
"Karadeniz Yayla Turu – Şeffaflık, Kalite ve Güven Sorunu

Daha önce GAP turunda rehberimiz Nalan Hanım sayesinde son derece memnun kaldığımız için, Karadeniz turunu da aynı güvenle tercih ettik. Ancak ne yazık ki bu tur bizim için tam bir hayal kırıklığı oldu.

Turun ikinci gününde, kişi başı 2.800 TL ek ücret talep edildi. Bu ücretle ilgili tur satışı sırasında hiçbir bilgilendirme yapılmadı. Üstelik ödeme yapmayı kabul etmeyenlere hiçbir alternatif sunulmadı, adeta “ya ödeyin ya da yol kenarında inin” dayatmasıyla karşı karşıya bırakıldık. Bu ücretin sadece nakit olarak talep edilmesi ise, tur firmasına olan güvenimizi tamamen sarsmıştır. Madem bu ücret zorunluydu, neden satış öncesinde açık ve net bir şekilde belirtilmedi?

Her akşam otel konaklamalarına en erken saat 21.00–21.30 arasında ulaşıldı. Katılımcılara neredeyse hiç serbest zaman tanınmadı. Tüm yolculuk boyunca, sürekli olarak yol üzerindeki işletmelere uğranarak komisyon alındığı çok belli olan ürün tanıtımlarıyla zaman kaybedildi.

Yemek molaları için durulan yerler ise çoğunlukla ikinci sınıf, benzin istasyonu kenarındaki esnaf lokantalarıydı. Bu durakların seçiminde misafir memnuniyeti değil, rehberlerin ve/veya firmanızın komisyon ilişkileri etkili olmuş gibi görünmektedir. Katılımcılar, hijyen ve kalite açısından son derece yetersiz bu lokantalarda yemek yemeye mecbur bırakıldı.

Tüm bunlara ek olarak, turun büyük bölümü sürekli olarak grup fotoğrafı çektirmek ve bu fotoğrafları size göndermekle geçti. Bu da “tur hizmeti” adı altında sunulanların ne kadar yetersiz olduğunu açıkça ortaya koyuyor.

Ayrıca, bu turda ""Batum"" ismini kullanmanız da yanıltıcıdır. Katılımcılara Batum’da geçecek zaman olarak yalnızca 2–3 saat bırakılmıştır. Bu sürede şehri gezmek bir yana, doğru düzgün bir deneyim yaşamak dahi mümkün olmamıştır. Bu sebeple, tura Batum ismini eklemeniz tamamen yanıltıcı ve pazarlama amacıyla yapılan gerçek dışı bir uygulamadır.

Tüm bu yaşadıklarımız neticesinde, firmanızın şeffaf, kaliteli ve profesyonel bir hizmet sunmadığını üzülerek belirtmek isterim.","1"
"Tavsiye üzerine Academic Tour ile tanıştım. Batı Karadeniz turu ile gezi serüvenimize başladık eşimle. Keşke ilk güne geri dönebilsek diyerek dönüş yolundayız. Rehberimiz Nesime Erdoğmuş’un özeni, samimiyeti ve bilgisi bize iyi ki dedirtti. İlk tur deneyimimizi bu kadar keyifli kıldıkları için Academic Tour’a, Nesime Hanım’a ve kaptanlarımıza teşekkür ederim. Nicelerine 🎉","5"
"Academic Tour ile 2- 5 Ekim tarihleri arasında Uçaklı Butik Diyarbakır-Midyat-Mardin-Urfa-Halfeti-Gaziantep gezisine katıldım.Daha önceki gezi programlarımda olduğu gibi yine Academic tour'u seçmemin ne kadar doğru olduğunu bu gezide de bir kez daha görmüş oldum.Tura İzmir havaalanında bizi karşılayan rehberimiz Harun Şimşek dönüşte de Gaziantep Havalalanında uçağa bininceye kadar bize eşlik etti.Gezi süresince rehberimiz Harun Şimşek her konuda bize yardımcı olup,gereken ilgiyi gösterdi.Bizi yormadan, koşturtmadan herhangi bir stress yaşatmadan,güzel ve keyifli bir şekilde gezmemizi sağlamıştır.Sahip olduğu tüm tarihi ve güncel bilgileri bizimle paylaşırken kendisini merakla ve ilgiyle dinleyerek yeni bilgiler edindik.Her ilde Academic tour ayrıcalığını bize yaşatmış ve en güzel yerlerde yemek yememizi sağlamıştır. Grup olarak geziden son derece mutlu ayrıldık.Kendisinin emeğine ve yüreğine sağlık.Rehberimiz ve Kaptan Şöfürümüze çok teşekkür ediyorum.Başka bir gezi programda tekrar görüşmek dileğiyle.
Gülhan Akbal Koralay.","5"
"14 Şubat Nikfer turuna katıldık, çok memnun kaldık, Rehberimiz Can bey gerek anlatımı gerek nezaketiyle bizi çok memnun etti, Deneyimli kaptanımız Seyit bey de harikaydı, ötobüse olan hakimiyeti ve dikkatli sürüşü için çok teşekkür ederiz, yeni bir turda görüşmek üzere herşey için çok teşekkür ederiz ❤️ 🙏 👏 👍 👋 👋 👋","5"
"Eşimle birlikte 11-15 Kasım 2025 Karahan Tepe'li GAP turuna katıldık. Gaziantep, Adıyaman, Şanlıurfa, Mardin, Batman ve Diyarbakır'ı kapsayan turdan çok memnun kaldık. Kaldığımız otellerde aldığımız hizmet ve yemekler gayet güzeldi. Tur rehberimiz Efe Hasan Çetin hem gezdiğimiz yerler hakkında, hem de yol güzergahındaki il ve ilçelerle ilgili açıklayıcı bilgilerle bizi aydınlattı. Kendisinin bilgisi, güleryüzü, saygısı ve beyefendi kişiliği ile mesleğinin hakkını tam olarak verdiğini düşünüyorum. Onu tebrik ediyorum. Ayrıca tur sürecinde şoförümüz Serdar Bey de yardımseverliği ve güleryüzü ile o bölgenin insanı olarak bizi çok iyi ağırladı. Ona da teşekkür ediyorum. Ve tabii ki tur grubumuzdan söz etmeden geçmem haksızlık olur. Tur grubumuzda bulunan herkesin birbirine saygısı, uyumu ve neşesi gezimizin gayet hoş ve eğlenceli geçmesini sağladı.","5"
